"No.","Time","Source","Destination","Protocol","Length","Info"
"115","12.752773","193.59.178.125","192.168.1.13","TCP","60","443  >  55049 [ACK] Seq=1 Ack=1 Win=495 Len=0"
"116","12.752838","192.168.1.13","193.59.178.125","TCP","54","[TCP ACKed unseen segment] 55049  >  443 [ACK] Seq=1 Ack=2 Win=1023 Len=0"
"117","12.973905","192.168.1.13","192.168.1.1","DNS","80","Standard query 0x2457 A catalog.gamepass.com"
"118","12.978067","192.168.1.1","192.168.1.13","DNS","192","Standard query response 0x2457 A catalog.gamepass.com CNAME catalog.gamepass.com.edgesuite.net CNAME a1992.dscd.akamai.net A 91.81.130.90 A 91.81.130.75"
"119","12.983864","192.168.1.13","91.81.130.90","TCP","66","64560  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"120","12.987970","91.81.130.90","192.168.1.13","TCP","66","443  >  64560 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"121","12.988066","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"122","12.988795","192.168.1.13","91.81.130.90","TLSv1.2","259","Client Hello"
"123","12.992954","91.81.130.90","192.168.1.13","TCP","60","443  >  64560 [ACK] Seq=1 Ack=206 Win=64128 Len=0"
"124","12.993465","91.81.130.90","192.168.1.13","TLSv1.2","1506","Server Hello"
"125","12.993555","91.81.130.90","192.168.1.13","TCP","1506","443  >  64560 [PSH, ACK] Seq=1453 Ack=206 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"126","12.993601","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=206 Ack=2905 Win=262656 Len=0"
"127","12.993639","91.81.130.90","192.168.1.13","TLSv1.2","1246","Certificate"
"128","13.004679","91.81.130.90","192.168.1.13","TCP","1506","443  >  64560 [ACK] Seq=4097 Ack=206 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"129","13.004679","91.81.130.90","192.168.1.13","TLSv1.2","457","Certificate Status, Server Key Exchange, Server Hello Done"
"130","13.004817","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=206 Ack=5952 Win=262656 Len=0"
"131","13.008019","192.168.1.13","91.81.130.90","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"132","13.011647","91.81.130.90","192.168.1.13","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"133","13.012008","91.81.130.90","192.168.1.13","TCP","60","443  >  64560 [ACK] Seq=5952 Ack=332 Win=64128 Len=0"
"134","13.012041","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=332 Ack=6210 Win=262400 Len=0"
"135","13.012668","192.168.1.13","91.81.130.90","TLSv1.2","263","Application Data, Application Data"
"136","13.015672","91.81.130.90","192.168.1.13","TCP","60","443  >  64560 [ACK] Seq=6210 Ack=541 Win=64128 Len=0"
"137","13.016344","91.81.130.90","192.168.1.13","TLSv1.2","131","Application Data"
"138","13.016829","91.81.130.90","192.168.1.13","TLSv1.2","216","Application Data"
"139","13.016873","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=541 Ack=6449 Win=262144 Len=0"
"140","13.016895","192.168.1.13","91.81.130.90","TLSv1.2","92","Application Data"
"141","13.017320","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [FIN, ACK] Seq=579 Ack=6449 Win=262144 Len=0"
"142","13.019786","91.81.130.90","192.168.1.13","TCP","60","443  >  64560 [ACK] Seq=6449 Ack=579 Win=64128 Len=0"
"143","13.020436","91.81.130.90","192.168.1.13","TLSv1.2","85","Encrypted Alert"
"144","13.020556","91.81.130.90","192.168.1.13","TCP","60","443  >  64560 [FIN, ACK] Seq=6480 Ack=580 Win=64128 Len=0"
"145","13.020592","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [ACK] Seq=580 Ack=6480 Win=262144 Len=0"
"146","13.020655","192.168.1.13","91.81.130.90","TCP","54","64560  >  443 [RST, ACK] Seq=580 Ack=6480 Win=0 Len=0"
"147","13.255607","192.168.1.12","224.0.0.251","MDNS","246","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"148","13.257569","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","266","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"149","13.304915","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=221 Ack=221 Win=1021 Len=110 [TCP segment of a reassembled PDU]"
"150","13.307660","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=221 Ack=331 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"151","13.332818","162.159.136.234","192.168.1.13","TLSv1.2","256","Application Data"
"152","13.351497","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=331 Ack=331 Win=1020 Len=0"
"153","13.383109","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=2829 Win=1024 Len=0"
"154","13.597725","162.159.136.234","192.168.1.13","TLSv1.2","323","Application Data"
"155","13.647294","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3098 Win=1023 Len=0"
"156","13.709317","192.168.1.13","173.222.245.59","TCP","55","55074  >  443 [ACK] Seq=1 Ack=1 Win=1022 Len=1 [TCP segment of a reassembled PDU]"
"157","13.712953","173.222.245.59","192.168.1.13","TCP","66","443  >  55074 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"158","14.253118","Vodafone_77:76:30","ASRockIn_87:12:30","ARP","60","Who has 192.168.1.13? Tell 192.168.1.1"
"159","14.253182","ASRockIn_87:12:30","Vodafone_77:76:30","ARP","42","192.168.1.13 is at d0:50:99:87:12:30"
"160","14.262185","95.100.242.154","192.168.1.13","TLSv1.2","85","Encrypted Alert"
"161","14.262517","95.100.242.154","192.168.1.13","TCP","60","443  >  55033 [FIN, ACK] Seq=32 Ack=1 Win=501 Len=0"
"162","14.262738","192.168.1.13","95.100.242.154","TCP","54","55033  >  443 [ACK] Seq=1 Ack=32 Win=1023 Len=0"
"163","14.263211","192.168.1.13","95.100.242.154","TCP","54","55033  >  443 [ACK] Seq=1 Ack=33 Win=1023 Len=0"
"164","14.414983","92.123.215.45","192.168.1.13","TLSv1.2","78","Application Data"
"165","14.415217","92.123.215.45","192.168.1.13","TCP","60","443  >  55022 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"166","14.415361","192.168.1.13","92.123.215.45","TCP","54","55022  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"167","14.415560","192.168.1.13","92.123.215.45","TCP","54","55022  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"168","14.494672","92.123.215.45","192.168.1.13","TLSv1.2","78","Application Data"
"169","14.494881","92.123.215.45","192.168.1.13","TCP","60","443  >  55035 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"170","14.494980","192.168.1.13","92.123.215.45","TCP","54","55035  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"171","14.495231","192.168.1.13","92.123.215.45","TCP","54","55035  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"172","14.548290","95.100.242.161","192.168.1.13","TLSv1.2","78","Application Data"
"173","14.548459","95.100.242.161","192.168.1.13","TCP","60","443  >  55037 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"174","14.548553","192.168.1.13","95.100.242.161","TCP","54","55037  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"175","14.548693","192.168.1.13","95.100.242.161","TCP","54","55037  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"176","14.551875","95.100.242.161","192.168.1.13","TLSv1.2","78","Application Data"
"177","14.551991","95.100.242.161","192.168.1.13","TCP","60","443  >  55038 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"178","14.552049","95.100.242.161","192.168.1.13","TLSv1.2","78","Application Data"
"179","14.552074","192.168.1.13","95.100.242.161","TCP","54","55038  >  443 [ACK] Seq=2 Ack=25 Win=1021 Len=0"
"180","14.552181","95.100.242.161","192.168.1.13","TCP","60","443  >  55039 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"181","14.552218","192.168.1.13","95.100.242.161","TCP","54","55038  >  443 [ACK] Seq=2 Ack=26 Win=1021 Len=0"
"182","14.552269","192.168.1.13","95.100.242.161","TCP","54","55039  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"183","14.552356","192.168.1.13","95.100.242.161","TCP","54","55039  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"184","14.560423","95.100.242.161","192.168.1.13","TLSv1.2","78","Application Data"
"185","14.560669","95.100.242.161","192.168.1.13","TCP","60","443  >  55036 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"186","14.560854","192.168.1.13","95.100.242.161","TCP","54","55036  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"187","14.561081","192.168.1.13","95.100.242.161","TCP","54","55036  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"188","15.334687","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"189","15.374925","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.131? Tell 192.168.1.1"
"190","15.761882","162.159.136.234","192.168.1.13","TLSv1.2","140","Application Data"
"191","15.807716","192.168.1.18","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"192","15.808038","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local OPT"
"193","15.817035","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3184 Win=1022 Len=0"
"194","15.902524","95.100.242.161","192.168.1.13","TLSv1.2","78","Application Data"
"195","15.902871","95.100.242.161","192.168.1.13","TCP","60","443  >  55055 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"196","15.903086","192.168.1.13","95.100.242.161","TCP","54","55055  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"197","15.903579","192.168.1.13","95.100.242.161","TCP","54","55055  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"198","16.280730","192.168.1.13","95.100.242.155","TCP","55","55085  >  443 [ACK] Seq=1 Ack=1 Win=1022 Len=1 [TCP segment of a reassembled PDU]"
"199","16.283877","95.100.242.155","192.168.1.13","TCP","66","443  >  55085 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"200","16.295784","192.168.1.13","173.222.245.104","TCP","55","55087  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1 [TCP segment of a reassembled PDU]"
"201","16.299124","173.222.245.104","192.168.1.13","TCP","66","443  >  55087 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"202","16.314692","162.159.136.234","192.168.1.13","TLSv1.2","157","Application Data"
"203","16.333168","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"204","16.358508","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3287 Win=1028 Len=0"
"205","16.365858","162.159.136.234","192.168.1.13","TLSv1.2","153","Application Data"
"206","16.373187","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.131? Tell 192.168.1.1"
"207","16.406370","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3386 Win=1027 Len=0"
"208","16.467226","fe80::2c:61ca:c63a:eb5d","ff02::1:ff77:7630","ICMPv6","86","Neighbor Solicitation for fe80::a16:5ff:fe77:7630 from d0:50:99:87:12:30"
"209","16.524030","162.159.136.234","192.168.1.13","TLSv1.2","327","Application Data"
"210","16.574760","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3659 Win=1026 Len=0"
"211","16.574892","192.168.1.13","173.222.245.104","TCP","55","55086  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1 [TCP segment of a reassembled PDU]"
"212","16.578731","173.222.245.104","192.168.1.13","TCP","66","443  >  55086 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"213","16.687463","162.159.136.234","192.168.1.13","TLSv1.2","141","Application Data"
"214","16.728881","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3746 Win=1026 Len=0"
"215","16.852037","192.168.1.13","173.222.245.96","TCP","55","55076  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"216","16.855409","173.222.245.96","192.168.1.13","TCP","66","443  >  55076 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"217","17.147790","162.159.136.234","192.168.1.13","TLSv1.2","272","Application Data"
"218","17.193443","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=3964 Win=1025 Len=0"
"219","17.263102","192.168.1.16","239.255.255.250","SSDP","460","NOTIFY * HTTP/1.1 "
"220","17.263638","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"221","17.263638","192.168.1.16","239.255.255.250","SSDP","532","NOTIFY * HTTP/1.1 "
"222","17.264210","192.168.1.16","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"223","17.264210","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"224","17.264210","192.168.1.16","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"225","17.264888","192.168.1.16","239.255.255.250","SSDP","540","NOTIFY * HTTP/1.1 "
"226","17.264888","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"227","17.264888","192.168.1.16","239.255.255.250","SSDP","528","NOTIFY * HTTP/1.1 "
"228","17.264888","192.168.1.16","239.255.255.250","SSDP","522","NOTIFY * HTTP/1.1 "
"229","17.333159","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"230","17.366735","192.168.1.16","239.255.255.250","SSDP","460","NOTIFY * HTTP/1.1 "
"231","17.367126","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"232","17.367126","192.168.1.16","239.255.255.250","SSDP","532","NOTIFY * HTTP/1.1 "
"233","17.367126","192.168.1.16","239.255.255.250","SSDP","524","NOTIFY * HTTP/1.1 "
"234","17.367822","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"235","17.367822","192.168.1.16","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 "
"236","17.368284","192.168.1.16","239.255.255.250","SSDP","540","NOTIFY * HTTP/1.1 "
"237","17.368611","192.168.1.16","239.255.255.250","SSDP","469","NOTIFY * HTTP/1.1 "
"238","17.368611","192.168.1.16","239.255.255.250","SSDP","528","NOTIFY * HTTP/1.1 "
"239","17.369159","192.168.1.16","239.255.255.250","SSDP","522","NOTIFY * HTTP/1.1 "
"240","17.373059","Vodafone_77:76:30","Broadcast","ARP","60","Who has 192.168.1.131? Tell 192.168.1.1"
"241","18.205472","192.168.1.18","224.0.0.251","MDNS","198","Standard query response 0x0000 PTR iPhone di Stefania (2)._rdlink._tcp.local TXT OPT"
"242","18.205995","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","218","Standard query response 0x0000 PTR iPhone di Stefania (2)._rdlink._tcp.local TXT OPT"
"243","18.310863","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=1020 Len=110 [TCP segment of a reassembled PDU]"
"244","18.313329","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=331 Ack=441 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"245","18.357935","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=441 Ack=441 Win=1026 Len=0"
"246","18.588835","173.222.245.59","192.168.1.13","TLSv1.2","78","Application Data"
"247","18.589077","173.222.245.59","192.168.1.13","TCP","60","443  >  55074 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"248","18.589174","192.168.1.13","173.222.245.59","TCP","54","55074  >  443 [ACK] Seq=2 Ack=25 Win=1022 Len=0"
"249","18.589577","192.168.1.13","173.222.245.59","TCP","54","55074  >  443 [ACK] Seq=2 Ack=26 Win=1022 Len=0"
"250","18.635041","193.59.178.125","192.168.1.13","TCP","60","[TCP Keep-Alive] 443  >  55069 [ACK] Seq=0 Ack=2 Win=485 Len=0"
"251","18.635350","192.168.1.13","193.59.178.125","TCP","54","[TCP Keep-Alive ACK] 55069  >  443 [ACK] Seq=2 Ack=1 Win=1022 Len=0"
"252","19.140734","162.159.136.234","192.168.1.13","TLSv1.2","101","Application Data"
"253","19.184455","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=4011 Win=1025 Len=0"
"254","19.190593","162.159.136.234","192.168.1.13","TLSv1.2","222","Application Data"
"255","19.231292","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=4179 Win=1024 Len=0"
"256","19.325249","192.168.1.13","52.0.147.217","TLSv1.2","90","Application Data"
"257","19.425789","52.0.147.217","192.168.1.13","TCP","60","443  >  54996 [ACK] Seq=1 Ack=37 Win=261 Len=0"
"258","19.696581","162.159.136.234","192.168.1.13","TLSv1.2","303","Application Data"
"259","19.740835","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=4428 Win=1023 Len=0"
"260","20.394101","192.168.1.13","192.168.1.29","TCP","55","64456  >  8008 [ACK] Seq=1 Ack=1 Win=1021 Len=1"
"261","20.395430","192.168.1.29","192.168.1.13","TCP","66","8008  >  64456 [ACK] Seq=1 Ack=2 Win=245 Len=0 SLE=1 SRE=2"
"262","20.689113","162.159.136.234","192.168.1.13","TLSv1.2","717","Application Data"
"263","20.736780","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=5091 Win=1028 Len=0"
"264","21.163969","95.100.242.155","192.168.1.13","TLSv1.2","78","Application Data"
"265","21.164099","95.100.242.155","192.168.1.13","TCP","60","443  >  55085 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"266","21.164161","192.168.1.13","95.100.242.155","TCP","54","55085  >  443 [ACK] Seq=2 Ack=25 Win=1022 Len=0"
"267","21.164391","192.168.1.13","95.100.242.155","TCP","54","55085  >  443 [ACK] Seq=2 Ack=26 Win=1022 Len=0"
"268","21.173973","173.222.245.104","192.168.1.13","TLSv1.2","78","Application Data"
"269","21.174105","173.222.245.104","192.168.1.13","TCP","60","443  >  55087 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"270","21.174390","192.168.1.13","173.222.245.104","TCP","54","55087  >  443 [ACK] Seq=2 Ack=26 Win=1023 Len=0"
"271","21.417391","173.222.245.104","192.168.1.13","TLSv1.2","78","Application Data"
"272","21.417560","173.222.245.104","192.168.1.13","TCP","60","443  >  55086 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"273","21.417609","192.168.1.13","173.222.245.104","TCP","54","55086  >  443 [ACK] Seq=2 Ack=25 Win=1023 Len=0"
"274","21.417742","192.168.1.13","173.222.245.104","TCP","54","55086  >  443 [ACK] Seq=2 Ack=26 Win=1023 Len=0"
"275","21.584600","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"276","21.585549","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"277","21.585682","192.168.1.12","224.0.0.251","MDNS","171","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"278","21.585733","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","191","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"279","21.627555","162.159.136.234","192.168.1.13","TLSv1.2","102","Application Data"
"280","21.671756","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=5139 Win=1027 Len=0"
"281","21.745176","173.222.245.96","192.168.1.13","TLSv1.2","78","Application Data"
"282","21.745399","173.222.245.96","192.168.1.13","TCP","60","443  >  55076 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0"
"283","21.745527","192.168.1.13","173.222.245.96","TCP","54","55076  >  443 [ACK] Seq=2 Ack=25 Win=1026 Len=0"
"284","21.745731","192.168.1.13","173.222.245.96","TCP","54","55076  >  443 [ACK] Seq=2 Ack=26 Win=1026 Len=0"
"285","21.941583","162.159.136.234","192.168.1.13","TLSv1.2","278","Application Data"
"286","21.982798","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=55 Ack=5363 Win=1027 Len=0"
"287","22.143694","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QU"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QU"" question ANY iPad-di-Leonardo-2.local, ""QU"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
